-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.12.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.12.csv"
}
-----
State,District,Block,Total Number of Tubewells, Avg length of Pucca Channel,Avg length of Kuccha Channel,Avg length of Under gr. Channel
PUNJAB,JALANDHAR,ADAMPUR,4754,0,317,5
PUNJAB,JALANDHAR,AUR,5585,0,354,6
PUNJAB,JALANDHAR,BANGA,7370,2,315,3
PUNJAB,JALANDHAR,BHOGPUR,7072,1,203,9
PUNJAB,JALANDHAR,EAST JALANDHAR,5937,4,284,8
PUNJAB,JALANDHAR,NAKODAR,10444,1,440,4
PUNJAB,JALANDHAR,NAWAN SHAHAR,8164,0,294,2
PUNJAB,JALANDHAR,NURMAHAL,6522,2,366,9
PUNJAB,JALANDHAR,PHILLAUR,6891,2,352,15
PUNJAB,JALANDHAR,RURKAKALAN,4999,1,217,8
PUNJAB,JALANDHAR,SHAHKOT,12854,1,192,2
PUNJAB,JALANDHAR,WEST JALANDHAR,8429,1,310,3
PUNJAB,KAPURTHALA,KAPURTHALA,12627,1,285,2
PUNJAB,KAPURTHALA,NADALA,10581,1,245,2
PUNJAB,KAPURTHALA,PHAGWARA,6303,1,166,3
PUNJAB,KAPURTHALA,SULTANPUR LODHI,10559,0,212,1
PUNJAB,LUDHIANA,DEHLON,9799,1,261,1
PUNJAB,LUDHIANA,DORAHA,8842,1,167,1
PUNJAB,LUDHIANA,JAGRAON,12884,0,142,1
PUNJAB,LUDHIANA,KHANNA,7382,1,217,8
PUNJAB,LUDHIANA,LUDHIANA,8421,0,145,3
PUNJAB,LUDHIANA,MACHIWARA,7420,0,243,9
PUNJAB,LUDHIANA,MANGAT,10998,1,274,11
PUNJAB,LUDHIANA,PAKHOWAL,10156,1,168,4
PUNJAB,LUDHIANA,SAMRALA,5208,1,245,7
PUNJAB,LUDHIANA,SIDHWAN BET,10722,1,294,3
PUNJAB,LUDHIANA,SUDHAR,13146,1,188,3
PUNJAB,MANSA,BHIKHI,7809,3,235,1
PUNJAB,MANSA,BUDHLADA,9622,15,277,1
PUNJAB,MANSA,JHUNIR,4698,1,305,1
PUNJAB,MANSA,MANSA,6981,11,287,3
PUNJAB,MANSA,SARDULGARH,4301,17,306,3
PUNJAB,PATIALA,BHUNERHERI,13036,1,275,4
PUNJAB,PATIALA,DERA BASSI,4426,2,158,8
PUNJAB,PATIALA,GHANOUR,6973,0,419,1
PUNJAB,PATIALA,NABHA,17934,1,362,6
PUNJAB,PATIALA,PATIALA,11784,4,145,6
PUNJAB,PATIALA,RAJPURA,7119,4,396,4
PUNJAB,PATIALA,SAMANA,14976,6,200,1
PUNJAB,ROPAR,ANANDPUR SAHIB,992,1,190,4
PUNJAB,ROPAR,CHAMKOR SAHIB,5483,1,254,12
PUNJAB,ROPAR,KHARAR,4485,0,246,15
PUNJAB,ROPAR,MAJARI,2881,7,298,34
PUNJAB,ROPAR,MORINDA,2253,2,267,45
PUNJAB,ROPAR,NURPUR BEDI,2353,0,263,11
PUNJAB,ROPAR,ROPAR,5447,1,257,17
PUNJAB,SANGRUR,AHMEDGARH,11594,1,201,4
PUNJAB,SANGRUR,BARNALA,15034,2,291,2
PUNJAB,SANGRUR,BHAWANIGARH,9165,2,339,3
PUNJAB,SANGRUR,DHURI,12620,1,222,3
PUNJAB,SANGRUR,LEHRAGAGA,10531,5,205,5
PUNJAB,SANGRUR,MALERKOTLA,11878,1,256,3
PUNJAB,SANGRUR,MEHAL KALAN,7578,1,290,3
PUNJAB,SANGRUR,SANGRUR,10473,1,370,2
PUNJAB,SANGRUR,SEHNA,7885,0,323,2
PUNJAB,SANGRUR,SUNAM,14753,5,374,1
RAJASTHAN,AJMER,BEAWAR,1,0,100,0
RAJASTHAN,ALWAR,KISHANGARHBAS,5486,0,134,1
RAJASTHAN,ALWAR,LAXMANGARH,6360,0,234,0
RAJASTHAN,ALWAR,RAMGARH,1031,0,169,0
RAJASTHAN,ALWAR,TIJARA,4932,0,157,3
RAJASTHAN,BANSWARA,BAGIDORA,12,5,76,25
RAJASTHAN,BANSWARA,GHATOL,1,430,315,0
RAJASTHAN,BARAN,ATRU,271,1,39,0
RAJASTHAN,BARAN,BARAN,916,1,158,4
RAJASTHAN,BARAN,CHHIPABARAD,26,3,218,0
RAJASTHAN,BARAN,MANGROL,540,0,33,2
RAJASTHAN,BARAN,SHABAD,316,0,171,0
RAJASTHAN,BHARATPUR,BAYANA,2813,0,162,2
RAJASTHAN,BHARATPUR,BEIR,3086,1,228,1
RAJASTHAN,BHARATPUR,BHARATPUR,4727,1,156,7
RAJASTHAN,BHARATPUR,DEEG,2687,0,117,1
RAJASTHAN,BHARATPUR,KAMAN,2279,2,266,2
RAJASTHAN,BHARATPUR,KUMHER,2445,0,157,1
RAJASTHAN,BHARATPUR,NADBAI,2781,1,195,2
RAJASTHAN,BHARATPUR,NAGAR,2700,0,235,0
RAJASTHAN,BHARATPUR,PAHARI,3240,1,167,1
RAJASTHAN,BHARATPUR,RUPBAS,2831,0,190,9
RAJASTHAN,BHILWARA,BANERA,5,5,50,0
RAJASTHAN,BHILWARA,BHILWARA,6,23,47,0
RAJASTHAN,BHILWARA,JAHAZPUR,1,0,486,0
RAJASTHAN,BHILWARA,MANDALGARH,3,0,48,18
RAJASTHAN,BIKANER,NOKHA,20,141,30,33
RAJASTHAN,BUNDI,BUNDI,92,2,9,0
RAJASTHAN,CHITTORGARH,BEDISARDI,17,2,57,0
RAJASTHAN,CHITTORGARH,BEGHRU,3,0,11,23
RAJASTHAN,CHITTORGARH,BHADESAR,53,0,94,8
RAJASTHAN,CHITTORGARH,CHHOTISADRI,14,0,60,6
RAJASTHAN,CHITTORGARH,CHITTORGARH,8,0,81,0
RAJASTHAN,CHITTORGARH,GANGRAR,8,0,155,0
RAJASTHAN,CHITTORGARH,NIMBAHERA,290,1,61,9
RAJASTHAN,CHITTORGARH,PRATAPGARH,26,2,49,209
RAJASTHAN,CHITTORGARH,RASHMI,4,0,242,0
RAJASTHAN,CHURU,CHURU,85,0,0,2
RAJASTHAN,CHURU,DUNGARGARH,2,0,0,0
RAJASTHAN,CHURU,RATANGARH,2,50,0,0
RAJASTHAN,CHURU,TARANAGAR,1,50,0,0
RAJASTHAN,DAUSA,LALSOT,922,0,175,5
RAJASTHAN,DAUSA,MAHUWA,2468,0,129,1
RAJASTHAN,DHOLPUR,BARI,2264,0,98,3
RAJASTHAN,DHOLPUR,BASERI,1252,0,159,0
RAJASTHAN,DHOLPUR,DHOLPUR,484,35,46,12
RAJASTHAN,DHOLPUR,RAJAKHERA,102,0,391,1
RAJASTHAN,DUNGARPUR,DUNGARPUR,5,5,133,75
RAJASTHAN,DUNGARPUR,SAGWARA,13,9,12,152
RAJASTHAN,DUNGARPUR,SIMALWARA,3,0,100,200
RAJASTHAN,JAIPUR,DUDU,23,96,54,0
RAJASTHAN,JAISALMER,POKARAN,18,19,14,0
RAJASTHAN,JALORE,AHORE,22,0,184,0
RAJASTHAN,JALORE,JALORE,52,33,388,0
RAJASTHAN,JHALAWAR,KANPUR,67,1,36,0
RAJASTHAN,JHALAWAR,PIRAWA,2,0,70,0
RAJASTHAN,JODHPUR,BHOPALGARH,14,250,241,93
RAJASTHAN,JODHPUR,BILADA,20,0,0,0
RAJASTHAN,JODHPUR,JODHPUR,54,3,69,57
RAJASTHAN,JODHPUR,OSIAN,6,0,472,0
RAJASTHAN,JODHPUR,PHALODI,21,193,283,269
RAJASTHAN,JODHPUR,SHERGARH,153,77,138,25
RAJASTHAN,KOTA,DIGOD,706,0,28,1
RAJASTHAN,KOTA,LADPURA,653,0,72,1
RAJASTHAN,KOTA,PIPALDA,79,69,204,62
RAJASTHAN,KOTA,SANGOD,478,7,37,7
RAJASTHAN,NAGAUR,DEGANA,19,3,127,0
RAJASTHAN,NAGAUR,JAYAL,26,58,28,0
RAJASTHAN,NAGAUR,MERTA,164,0,32,5
RAJASTHAN,NAGAUR,NAGOUR,313,0,324,0
RAJASTHAN,NAGAUR,PARBATSAR,2,0,75,0
RAJASTHAN,PALI,BALI,2,0,775,0
RAJASTHAN,PALI,DESURI,2,0,100,0
RAJASTHAN,PALI,MARWAR-JUNCTION,117,5,482,156
RAJASTHAN,PALI,PALI,2,0,175,0
RAJASTHAN,PALI,SOJAT,13,3,53,150
RAJASTHAN,RAJSAMAND,NATHDWARA,1,0,50,0
RAJASTHAN,RAJSAMAND,RAJSAMAND,6,234,0,84
RAJASTHAN,SAWAI-MADHOPUR,GANGAPUR,130,1,65,0
RAJASTHAN,SAWAI-MADHOPUR,HINDON,1664,8,166,2
RAJASTHAN,SAWAI-MADHOPUR,KARAULI,3,0,325,0
RAJASTHAN,SAWAI-MADHOPUR,KHANDAR,22,0,147,0
RAJASTHAN,SAWAI-MADHOPUR,SPOTRA,33,0,3,0
RAJASTHAN,SAWAI-MADHOPUR,TODABHIM,546,0,214,78
RAJASTHAN,SIROHI,REVDAR,1,0,140,250
RAJASTHAN,TONK,UNIYARA,5,0,19,0
RAJASTHAN,UDAIPUR,GIRWA,11,3,53,33
RAJASTHAN,UDAIPUR,HAVLI,15,0,123,5
TAMIL NADU,COIMBATORE,ANNAIMALAI,3,1,0,30
TAMIL NADU,COIMBATORE,ANNUR,539,4,32,13
TAMIL NADU,COIMBATORE,KARRMADAI,47,0,0,47
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,19,0,2,7
TAMIL NADU,COIMBATORE,PONGALUR,7,6,30,0
TAMIL NADU,COIMBATORE,SARKARSAMAKULAM,5,14,0,0
TAMIL NADU,COIMBATORE,SULUR,7,0,0,73
TAMIL NADU,COIMBATORE,TIRUPUR,123,4,5,1
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,23,0,85,0
TAMIL NADU,CUDDALORE,ANNAGARAM,4365,8,77,6
TAMIL NADU,CUDDALORE,BHUVANAGIRI,6,0,33,0
TAMIL NADU,CUDDALORE,KADALUR,4290,8,112,2
TAMIL NADU,CUDDALORE,KAMMAPURAM,2464,36,10,0
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,126,0,110,0
TAMIL NADU,CUDDALORE,KUMARATCHI,301,36,38,4
TAMIL NADU,CUDDALORE,KURINJIPADI,2510,11,71,5
TAMIL NADU,CUDDALORE,MANGALORE,805,27,17,27
TAMIL NADU,CUDDALORE,NALLUR,2043,75,29,2
TAMIL NADU,CUDDALORE,PANRUTI,2609,20,52,4
TAMIL NADU,CUDDALORE,VIRUDHACHALAM,2083,41,10,5
TAMIL NADU,DHARMAPURI,NALLAMPALLI,2,0,0,0
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTI,4,0,138,0
TAMIL NADU,DHARMAPURI,PENNAGARAM,71,0,25,0
TAMIL NADU,DINDIGUL,ATHOOR,38,22,62,0
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,21,0,16,0
TAMIL NADU,DINDIGUL,NATHAM,2,0,0,0
TAMIL NADU,DINDIGUL,ODDANCHATRAM,12,91,0,0
TAMIL NADU,DINDIGUL,PALANI,8,0,1,52
TAMIL NADU,DINDIGUL,SHANARPATTI,5,2,0,50
TAMIL NADU,DINDIGUL,THOPPAMPATTI,38,53,2,46
TAMIL NADU,DINDIGUL,VEDASANDUR,218,5,12,14
TAMIL NADU,ERODE,DHARAPURAM,30,0,5,0
TAMIL NADU,ERODE,GOBI,16,11,12,0
TAMIL NADU,ERODE,NAMBIYUR,31,12,9,1
TAMIL NADU,ERODE,PERUNDURAI,31,4,113,5
TAMIL NADU,ERODE,THALAVADI,1,300,0,0
TAMIL NADU,ERODE,UTHUKUZLI,71,35,26,0
TAMIL NADU,KANCHIPURAM,CHITHAMUR,231,3,28,0
TAMIL NADU,KANCHIPURAM,KANCHIPURAM,61,0,138,0
TAMIL NADU,KANCHIPURAM,KATTANKOLATHUR,253,1,132,0
TAMIL NADU,KANCHIPURAM,LATHUR,294,3,29,1
TAMIL NADU,KANCHIPURAM,MADURANTHAGAM,1082,4,32,3
TAMIL NADU,KANCHIPURAM,SRIPERUMBUDUR,201,10,39,6
TAMIL NADU,KANCHIPURAM,ST.THOMAS MOUNT,318,13,55,0
TAMIL NADU,KANCHIPURAM,THIRUKKALUKUNDRAM,1112,0,48,4
TAMIL NADU,KANCHIPURAM,UTHIRAMERUR,197,1,48,3
TAMIL NADU,KANCHIPURAM,WALAJABAD,89,0,37,4
TAMIL NADU,KANNIYAKUMARI,AGASTEESWARAM,55,26,0,0
TAMIL NADU,KARUR,KADAVUR,1,10,200,5
TAMIL NADU,KARUR,KRISHNARAYAPURAM,47,0,31,0
TAMIL NADU,KARUR,THOGAMALAI,253,0,33,0
TAMIL NADU,MADURAI,MADURAI WEST,33,0,0,0
TAMIL NADU,MADURAI,VADIPATTI,16,7,0,1
TAMIL NADU,NAGAPATTINAM,KOLLLIDAM,608,0,28,0
TAMIL NADU,NAGAPATTINAM,KUTTALAM,55,48,0,0
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,17,13,1,0
TAMIL NADU,NAGAPATTINAM,SIRKALI,1440,13,9,0
TAMIL NADU,NAGAPATTINAM,VEDARANYAM,125,4,8,0
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,15,9,0,0
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,21,24,0,0
TAMIL NADU,PERAMBALUR,ALATHUR,261,0,54,0
TAMIL NADU,PERAMBALUR,ANDIMADAM,164,33,12,0
TAMIL NADU,PERAMBALUR,ARIYALUR,2,75,0,0
TAMIL NADU,PERAMBALUR,JAYANKONDAM,111,2,20,0
TAMIL NADU,PERAMBALUR,PERAMBALUR,2,0,0,0
TAMIL NADU,PERAMBALUR,SENTHURAI,1656,18,0,0
TAMIL NADU,PERAMBALUR,T.PALUR,420,29,36,0
TAMIL NADU,PERAMBALUR,THIRUMANUR,24,37,1,0
TAMIL NADU,PERAMBALUR,VAPPANTHATTAI,173,0,19,12
TAMIL NADU,PERAMBALUR,VEPPORE,496,81,6,19
TAMIL NADU,PUDUKOTTAI,ANNAVASAL,4,77,45,7
TAMIL NADU,PUDUKOTTAI,ARANTHANGI,73,26,68,0
TAMIL NADU,PUDUKOTTAI,ARIMALAM,32,0,80,1
TAMIL NADU,PUDUKOTTAI,AVUDAIYARKOIL,1,0,10,10
TAMIL NADU,PUDUKOTTAI,KARAMBAKUDI,212,0,43,0
TAMIL NADU,PUDUKOTTAI,MANAMELKUDI,7,0,76,0
TAMIL NADU,PUDUKOTTAI,PUDUKKOTTAI,60,0,61,1
TAMIL NADU,PUDUKOTTAI,THIRUMAYAM,10,39,0,0
TAMIL NADU,PUDUKOTTAI,THIRUVARANKULAM,192,7,119,0
TAMIL NADU,PUDUKOTTAI,VIRALIMALAI,5,0,41,0
TAMIL NADU,RAMNATHAPURAM,BOGALUR,26,19,56,0
TAMIL NADU,RAMNATHAPURAM,MUDUKULATHUR,59,24,38,0
TAMIL NADU,RAMNATHAPURAM,NAINARKOIL,81,47,114,55
TAMIL NADU,RAMNATHAPURAM,PARAMAKUDI,67,24,103,0
TAMIL NADU,RAMNATHAPURAM,R.S. MANGALAM,42,0,133,0
TAMIL NADU,RAMNATHAPURAM,RAMNAD,16,0,212,0
TAMIL NADU,SALEM,SANGAGRI,93,46,0,45
TAMIL NADU,SALEM,THARAMANGALAM,5,0,0,0
TAMIL NADU,SALEM,VEERAPANDI,49,72,0,0
TAMIL NADU,SIVAGANGA,ILAYANKUDI,17,0,32,0
TAMIL NADU,SIVAGANGA,MANAMADURAI,3,0,0,0
TAMIL NADU,SIVAGANGA,SINGAMPUNARI,10,94,0,0
TAMIL NADU,SIVAGANGA,THIRUPPATUR,8,110,78,0
TAMIL NADU,THANJAVUR,AMMAPETTAI,1982,3,32,1
TAMIL NADU,THANJAVUR,BUDALUR,877,10,9,0
TAMIL NADU,THANJAVUR,KUMBAKONAM,371,3,7,0
TAMIL NADU,THANJAVUR,MADUKKUR,1084,13,39,1
TAMIL NADU,THANJAVUR,ORATHANAD,1659,20,69,1
TAMIL NADU,THANJAVUR,PAPANASAM,3169,8,62,1
TAMIL NADU,THANJAVUR,PATTUKOTTAI,611,25,40,2
TAMIL NADU,THANJAVUR,PERAVURANI,473,7,64,0
TAMIL NADU,THANJAVUR,SETHUBASATHIRAM,557,1,55,0
TAMIL NADU,THANJAVUR,THANJAVUR,786,51,22,0
TAMIL NADU,THANJAVUR,THIRUPPANANTHAL,2960,1,16,0
TAMIL NADU,THANJAVUR,THIRUVAIYARU,2397,50,14,0
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,1299,2,12,0
TAMIL NADU,THANJAVUR,THIRUVONAM,352,52,39,0
TAMIL NADU,THANJAVUR,VALANGAIMAN,326,0,59,5
TAMIL NADU,THENI,ANDIPATTI,6,10,0,0
TAMIL NADU,THENI,BODI,131,0,18,4
TAMIL NADU,THENI,CHINNAMANUR,49,22,1,0
TAMIL NADU,THENI,CUMBUM,20,0,144,0
TAMIL NADU,THENI,PERIYAKULAM,189,45,2,14
TAMIL NADU,TIRUNELVELI,KADAYAM,4,28,113,0
TAMIL NADU,TIRUNELVELI,KALAKADU,2,5,0,0
TAMIL NADU,TIRUNELVELI,MANOOR,2,45,0,0
TAMIL NADU,TIRUNELVELI,PALAYAMCOTTAI,7,5,0,0
TAMIL NADU,TIRUNELVELI,RADHAPURAM,3,0,0,0
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,7,53,0,0
TAMIL NADU,TIRUNELVELI,TENKASI,6,5,0,0
TAMIL NADU,TIRUNELVELI,VALLIYOOR,7,27,0,11
TAMIL NADU,TIRUVALLUR,EEKKADU,415,18,72,18
TAMIL NADU,TIRUVALLUR,ELLAPURAM,232,1,197,75
TAMIL NADU,TIRUVALLUR,GUMMIDIPOONDI,558,3,53,0
TAMIL NADU,TIRUVALLUR,KADAMBATTUR,152,0,61,14
TAMIL NADU,TIRUVALLUR,KANAGAMMA CHATHIRAM,38,0,77,0
TAMIL NADU,TIRUVALLUR,MINJUR,1482,7,73,3
TAMIL NADU,TIRUVALLUR,PALLIPATTU,91,17,42,43
TAMIL NADU,TIRUVALLUR,POONAMALLEE,34,0,10,8
TAMIL NADU,TIRUVALLUR,POONDI,562,0,127,6
TAMIL NADU,TIRUVALLUR,POONDI,46,0,62,12
TAMIL NADU,TIRUVALLUR,R.K. PETTAI,10,7,43,8
TAMIL NADU,TIRUVALLUR,SOZHAVARAM,1005,5,73,27
TAMIL NADU,TIRUVALLUR,THIRUVAALANGADU,519,4,51,11
TAMIL NADU,TIRUVALLUR,TIRUTTANI,1,0,30,0
TAMIL NADU,TIRUVALLUR,TIRUVELLORE,34,0,52,0
TAMIL NADU,TIRUVARUR,KORADACHERI,735,17,41,0
TAMIL NADU,TIRUVARUR,KOTTUR,802,30,17,0
TAMIL NADU,TIRUVARUR,KUDAVASAL,1892,12,10,0
TAMIL NADU,TIRUVARUR,MANNARGUDI,1601,15,25,0
TAMIL NADU,TIRUVARUR,MUTHUPETTAI,15,0,22,0
TAMIL NADU,TIRUVARUR,NANNILAM,2060,41,2,0
TAMIL NADU,TIRUVARUR,NEEDAMANGALAM,1675,31,16,0
TAMIL NADU,TIRUVARUR,THIRUTHURAIPOONDI,112,19,41,0
TAMIL NADU,TIRUVARUR,THIRUVARUR,477,5,38,0
TAMIL NADU,TIRUVARUR,VALANGAIMAN,1944,20,23,1
TAMIL NADU,TRICHIRAPPALLI,ANDTHANALLUR,47,0,14,0
TAMIL NADU,TRICHIRAPPALLI,LALGUDI,361,0,0,0
TAMIL NADU,TRICHIRAPPALLI,MANAPPARAI,16,0,3,89
TAMIL NADU,TRICHIRAPPALLI,MANIKANDAM,57,0,23,0
TAMIL NADU,TRICHIRAPPALLI,PULLAMBADI,191,1,47,7
TAMIL NADU,TRICHIRAPPALLI,T.PET,5,0,37,0
TAMIL NADU,TRICHIRAPPALLI,THIRUVERAMBUR,72,0,4,8
TAMIL NADU,VILLUPURAM,GINGEE,8,12,0,0
TAMIL NADU,VILLUPURAM,KANAI,464,29,52,17
TAMIL NADU,VILLUPURAM,KANDAMANGALAM,318,0,106,2
TAMIL NADU,VILLUPURAM,KOLIYANUR,1377,15,23,10
TAMIL NADU,VILLUPURAM,MARAKKANAM,532,31,31,12
TAMIL NADU,VILLUPURAM,MAYILAM,1050,29,23,1
TAMIL NADU,VILLUPURAM,MELMALAIYANUR,108,0,180,0
TAMIL NADU,VILLUPURAM,OLAKKUR,7,15,0,0
TAMIL NADU,VILLUPURAM,THIRUKKOYILUR,22,39,0,0
TAMIL NADU,VILLUPURAM,THIRUNAVALUR,124,19,0,0
TAMIL NADU,VILLUPURAM,THIRUVENNAINALLUR,139,20,0,0
TAMIL NADU,VILLUPURAM,THIYAGADHURGAM,41,31,104,67
TAMIL NADU,VILLUPURAM,ULUNDURPET,1,50,0,0
TAMIL NADU,VILLUPURAM,VAANOOR,1317,94,29,9
TAMIL NADU,VILLUPURAM,VALLAM,87,1,11,33
TAMIL NADU,VILLUPURAM,VIKKIRAVANDI,270,12,47,6
TRIPURA,DHALAI,SALEMA,58,16,29,0
TRIPURA,NORTH,PANISAGAR,5,0,220,0
TRIPURA,SOUTH,BAGAFA,32,0,135,0
TRIPURA,SOUTH,MATABARI,2,0,13,0
TRIPURA,SOUTH,RAJNAGAR,4,0,334,0
TRIPURA,SOUTH,SATCHAND,21,0,167,0
TRIPURA,WEST,MELAGHAR,12,0,309,16
TRIPURA,WEST,MOHANPUR,2,0,21,0
UTTAR PRADESH,AGRA,ACHNERA,3700,0,136,0
UTTAR PRADESH,AGRA,AKOLA,3115,0,276,0
UTTAR PRADESH,AGRA,BAH,959,34,228,0
UTTAR PRADESH,AGRA,BAMROLI AHIR,4533,0,196,0
UTTAR PRADESH,AGRA,BICHPURI,2279,1,199,0
UTTAR PRADESH,AGRA,ETMADPUR,2292,5,203,0
UTTAR PRADESH,AGRA,FATEHABAD,2362,4,125,2
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,3385,4,197,3
UTTAR PRADESH,AGRA,JAGNER,903,0,215,0
UTTAR PRADESH,AGRA,JETPUR KALAN,709,40,212,5
UTTAR PRADESH,AGRA,KHANDOLI,1636,4,180,0
UTTAR PRADESH,AGRA,KHERA GARH,2699,0,171,0
UTTAR PRADESH,AGRA,PINAHAT,914,8,343,20
UTTAR PRADESH,AGRA,SAIYA,2949,2,256,3
UTTAR PRADESH,AGRA,SHAMSABAD,2914,3,144,0
UTTAR PRADESH,ALIGARH,AKRABAD,2687,2,140,0
UTTAR PRADESH,ALIGARH,ATROLI,2732,8,308,0
UTTAR PRADESH,ALIGARH,BIJOLI,2037,1,154,0
UTTAR PRADESH,ALIGARH,CHANDOS,3234,2,284,1
UTTAR PRADESH,ALIGARH,DHANIPUR,2488,14,148,1
UTTAR PRADESH,ALIGARH,GANGIRI,3333,1,201,0
UTTAR PRADESH,ALIGARH,GONDA,4315,2,204,0
UTTAR PRADESH,ALIGARH,HASAYAN,2076,2,270,0
UTTAR PRADESH,ALIGARH,HATHRAS,2789,7,258,1
UTTAR PRADESH,ALIGARH,IGLAS,4279,1,112,1
UTTAR PRADESH,ALIGARH,KHEAR,743,0,169,0
UTTAR PRADESH,ALIGARH,LODHA,2726,17,231,1
UTTAR PRADESH,ALIGARH,MURSAN,3051,45,402,4
UTTAR PRADESH,ALIGARH,SASNI,3584,8,378,2
UTTAR PRADESH,ALIGARH,SIKANDRARAO,2080,42,183,3
UTTAR PRADESH,ALIGARH,TAPPEL,4165,3,124,1
UTTAR PRADESH,ALIGARH,ZAWAN,2806,4,162,0
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,1074,25,124,2
UTTAR PRADESH,ALLAHABAD,BAHRIA,1862,4,183,2
UTTAR PRADESH,ALLAHABAD,CHAIL,893,31,206,0
UTTAR PRADESH,ALLAHABAD,CHAKA,202,45,245,5
UTTAR PRADESH,ALLAHABAD,DHANUPUR,1465,17,257,1
UTTAR PRADESH,ALLAHABAD,HANDIA,712,11,198,0
UTTAR PRADESH,ALLAHABAD,HOLAGARH,1895,3,80,0
UTTAR PRADESH,ALLAHABAD,JASRA,978,0,207,3
UTTAR PRADESH,ALLAHABAD,KARA,1246,10,221,0
UTTAR PRADESH,ALLAHABAD,KARCHHANA,1109,11,105,0
UTTAR PRADESH,ALLAHABAD,KAUDHIYARA,1426,8,88,0
UTTAR PRADESH,ALLAHABAD,KAURIHAR,41,0,110,2
UTTAR PRADESH,ALLAHABAD,KORAON,561,0,119,0
UTTAR PRADESH,ALLAHABAD,KOSHAMBHI,283,2,103,0
UTTAR PRADESH,ALLAHABAD,MANDA,147,0,28,0
UTTAR PRADESH,ALLAHABAD,MANJHANPUR,1872,3,98,1
UTTAR PRADESH,ALLAHABAD,MAUAIMA,1769,3,64,2
UTTAR PRADESH,ALLAHABAD,MEJA,215,0,3,0
UTTAR PRADESH,ALLAHABAD,MURATGANJ,1256,3,105,1
UTTAR PRADESH,ALLAHABAD,NEWADA,1388,8,147,2
UTTAR PRADESH,ALLAHABAD,PHULPUR,1434,12,96,1
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,1766,7,302,1
UTTAR PRADESH,ALLAHABAD,SAIDABAD,937,13,222,1
UTTAR PRADESH,ALLAHABAD,SARSAWAN,79,2,78,0
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,4,0,188,0
UTTAR PRADESH,ALLAHABAD,SIRATHU,865,16,178,3
UTTAR PRADESH,ALLAHABAD,SORAON,1480,10,154,0
UTTAR PRADESH,ALLAHABAD,URUWAN,766,3,180,5
UTTAR PRADESH,AMBEDKAR NAGAR,AKBARPUR,7094,1,54,0
UTTAR PRADESH,AMBEDKAR NAGAR,BASHKHARI,2906,1,59,0
UTTAR PRADESH,AMBEDKAR NAGAR,BHITI,3234,0,80,0
UTTAR PRADESH,AMBEDKAR NAGAR,BHIYAV,3797,1,106,1
UTTAR PRADESH,AMBEDKAR NAGAR,JAHANGIR GANJ,3174,0,88,0
UTTAR PRADESH,AMBEDKAR NAGAR,JALAL PUR,5050,2,108,0
UTTAR PRADESH,AMBEDKAR NAGAR,KATEHARI,3868,4,122,0
UTTAR PRADESH,AMBEDKAR NAGAR,RAM NAGAR,3025,0,83,0
UTTAR PRADESH,AMBEDKAR NAGAR,TANDA,3483,1,65,0
UTTAR PRADESH,AZAMGARH,AHIROLA,2920,1,69,0
UTTAR PRADESH,AZAMGARH,ATROULIA,2157,2,101,0
UTTAR PRADESH,AZAMGARH,AZAMATGARH,2182,4,91,0
UTTAR PRADESH,AZAMGARH,BILARIYA,856,3,137,0
UTTAR PRADESH,AZAMGARH,HARIYA,143,1,126,1
UTTAR PRADESH,AZAMGARH,JAHANA JANJ,1921,7,194,3
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,31,0,0,0
UTTAR PRADESH,AZAMGARH,MARTIN GANJ,2009,0,93,0
UTTAR PRADESH,AZAMGARH,MIRZA PUR,2241,4,92,0
UTTAR PRADESH,AZAMGARH,PALHANI,1735,3,78,0
UTTAR PRADESH,AZAMGARH,PAWAI,528,0,15,1
UTTAR PRADESH,AZAMGARH,PHOOL PUR,3169,0,178,0
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,1687,11,167,0
UTTAR PRADESH,AZAMGARH,SANTHIYANVA,2122,14,154,0
UTTAR PRADESH,AZAMGARH,TARAWA,2026,6,163,0
UTTAR PRADESH,AZAMGARH,THEKAMA,2816,1,37,0
