-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in Use,Grand Total (Use + Not in Use)
BIHAR,MADHEPURA,MADHEPURA,1086,1,0,18,1,0,20,1106
BIHAR,MADHEPURA,MURLIGANJ,2018,17,0,0,0,0,17,2035
BIHAR,MADHEPURA,PURAINI,812,1,0,4,0,0,5,817
BIHAR,MADHEPURA,SHANKARPUR,922,40,0,3,15,0,58,980
BIHAR,MADHEPURA,SINGHESHWAR,1085,192,5,9,2,0,208,1293
BIHAR,MADHEPURA,UDAKISHUNGANJ,1694,4,0,0,9,0,13,1707
BIHAR,MADHUBANI,ANDHARATHADHI,304,15,0,12,22,0,49,353
BIHAR,MADHUBANI,BABUBARHI,638,3,13,12,4,0,32,670
BIHAR,MADHUBANI,BASOPATTI,829,4,0,0,0,0,4,833
BIHAR,MADHUBANI,BENIPATTI,681,2,0,1,0,0,3,684
BIHAR,MADHUBANI,BISFI,1024,36,2,0,4,0,42,1066
BIHAR,MADHUBANI,GHOGHARDIHA,1185,19,0,0,0,0,19,1204
BIHAR,MADHUBANI,HARLAKHI,547,0,0,2,5,1,8,555
BIHAR,MADHUBANI,JAYNAGAR,454,9,0,0,39,2,50,504
BIHAR,MADHUBANI,JHANJHARPUR,626,0,0,0,0,0,0,626
BIHAR,MADHUBANI,KHAJAULI,1570,23,6,9,0,0,38,1608
BIHAR,MADHUBANI,KHUTAUNA,387,1,0,20,29,5,55,442
BIHAR,MADHUBANI,LADANIA,1127,45,13,4,2,0,64,1191
BIHAR,MADHUBANI,LAKHANAUR,373,0,1,0,0,28,29,402
BIHAR,MADHUBANI,LAUKHI,792,20,11,23,6,1,61,853
BIHAR,MADHUBANI,MADHEPUR,210,24,155,83,0,0,262,472
BIHAR,MADHUBANI,MADHWAPUR,337,15,2,9,2,0,28,365
BIHAR,MADHUBANI,PANDAUL,1099,30,0,3,1,0,34,1133
BIHAR,MADHUBANI,PHULPRAS,780,0,5,190,2,1,198,978
BIHAR,MADHUBANI,RAJNAGAR,1246,150,7,8,9,8,182,1428
BIHAR,MADHUBANI,ROHIKA,246,1,2,57,30,4,94,340
BIHAR,MUNGER,ASARGANJ,373,0,0,0,0,0,0,373
BIHAR,MUNGER,BARIYARPUR,137,1,0,0,0,0,1,138
BIHAR,MUNGER,DHARAHARA,77,8,1,6,49,0,64,141
BIHAR,MUNGER,HAWALI KHAGARHPUR,494,1,0,0,2,0,3,497
BIHAR,MUNGER,JAMALPUR,183,0,0,0,0,0,0,183
BIHAR,MUNGER,SADAR MUNGER,241,0,0,0,0,0,0,241
BIHAR,MUNGER,SANGRAMPUR,539,3,1,0,11,0,15,554
BIHAR,MUNGER,TARAPUR,727,37,0,0,1,0,38,765
BIHAR,MUNGER,TATIA BAMBAR,478,1,0,1,0,0,2,480
BIHAR,MUZAFFARPUR,AURAI,1803,6,1,0,0,1,8,1811
BIHAR,MUZAFFARPUR,BANDRA,1248,7,0,3,0,0,10,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,2148,39,15,0,0,0,54,2202
BIHAR,MUZAFFARPUR,GAIGHAT,2305,4,0,1,2,0,7,2312
BIHAR,MUZAFFARPUR,KANTI,2697,87,7,10,1,0,105,2802
BIHAR,MUZAFFARPUR,KATRA,1539,63,4,10,3,0,80,1619
BIHAR,MUZAFFARPUR,KURHANI,3810,46,12,1,32,1,92,3902
BIHAR,MUZAFFARPUR,MINAPUR,3194,178,10,7,0,0,195,3389
BIHAR,MUZAFFARPUR,MORAUL,741,12,128,44,12,4,200,941
BIHAR,MUZAFFARPUR,MOTIPUR,2713,76,2,21,4,1,104,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,1519,10,0,208,0,0,218,1737
BIHAR,MUZAFFARPUR,PAROO,2536,31,2,0,64,0,97,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,2262,42,15,2,6,0,65,2327
BIHAR,MUZAFFARPUR,SAKRA,2227,5,0,0,0,0,5,2232
BIHAR,MUZAFFARPUR,SARAIYA,2492,94,2,3,40,2,141,2633
BIHAR,NALANDA,ASTHAWAN,1147,8,19,0,1,0,28,1175
BIHAR,NALANDA,BEN,489,1,2,0,3,0,6,495
BIHAR,NALANDA,BIHARSHARIF,769,66,15,7,0,1,89,858
BIHAR,NALANDA,BIND,673,127,0,0,8,0,135,808
BIHAR,NALANDA,CHANDI,928,2,54,13,0,0,69,997
BIHAR,NALANDA,EKANGARSARAI,1495,9,6,84,0,3,102,1597
BIHAR,NALANDA,GIRIYAK,1216,19,30,0,8,1,58,1274
BIHAR,NALANDA,HARNAUT,1572,4,2,0,6,2,14,1586
BIHAR,NALANDA,HILSA,1724,79,2,25,1,0,107,1831
BIHAR,NALANDA,ISLAMPUR,2266,20,2,7,3,0,32,2298
BIHAR,NALANDA,KARAIPARSURAI,766,26,4,0,4,1,35,801
BIHAR,NALANDA,KATRISARAI,319,14,32,0,0,0,46,365
BIHAR,NALANDA,NAGARNAUSA,1735,0,2,0,16,0,18,1753
BIHAR,NALANDA,NOORSARAI,403,3,0,9,1,0,13,416
BIHAR,NALANDA,PARWALPUR,508,4,1,2,0,0,7,515
BIHAR,NALANDA,RAHUI,588,20,5,20,2,0,47,635
BIHAR,NALANDA,RAJGIR,1247,5,1,0,21,0,27,1274
BIHAR,NALANDA,SARMERA,928,11,0,0,16,0,27,955
BIHAR,NALANDA,SILAO,784,61,9,12,0,23,105,889
BIHAR,NALANDA,THARTHARI,506,8,1,0,0,1,10,516
BIHAR,NAWADA,AKBARPUR,1591,269,790,61,1,0,1121,2712
BIHAR,NAWADA,GOVINDPUR,498,13,14,5,2,0,34,532
BIHAR,NAWADA,HASUA,1696,18,1,1,0,0,20,1716
BIHAR,NAWADA,KASHICHAK,360,20,0,2,0,5,27,387
BIHAR,NAWADA,KAWAKOLE,341,50,375,97,1,0,523,864
BIHAR,NAWADA,MESKAUR,403,2,1,0,8,0,11,414
BIHAR,NAWADA,NARDIGUNJ,856,115,447,27,0,0,589,1445
BIHAR,NAWADA,NARHAT,152,164,416,295,24,0,899,1051
BIHAR,NAWADA,NAWADA,1232,134,548,26,2,0,710,1942
BIHAR,NAWADA,PAKRIBRAWAN,475,208,245,145,17,0,615,1090
BIHAR,NAWADA,RAJAULI,1203,185,263,32,2,0,482,1685
BIHAR,NAWADA,ROH,256,65,666,348,2,0,1081,1337
BIHAR,NAWADA,SIRDALA,380,35,397,22,2,0,456,836
BIHAR,NAWADA,WARISALIGUNJ,741,29,670,26,1,0,726,1467
BIHAR,PATNA,ATHAMALGOLA,557,1,12,0,3,0,16,573
BIHAR,PATNA,BAKHTIARPUR,890,89,9,3,10,0,111,1001
BIHAR,PATNA,BARH,707,76,3,15,0,0,94,801
BIHAR,PATNA,BELCHCHI,310,35,0,0,0,0,35,345
BIHAR,PATNA,BIHTA,2031,12,4,8,0,0,24,2055
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,763,0,0,0,2,0,2,765
BIHAR,PATNA,DANIYAWAN,539,28,23,2,1,0,54,593
BIHAR,PATNA,DHANARUA,2783,84,15,1,1,1,102,2885
BIHAR,PATNA,DULHIN BAZAR,880,4,0,0,0,0,4,884
BIHAR,PATNA,FATUHA,1463,3,2,2,1,0,8,1471
BIHAR,PATNA,GHOSWARI,666,0,0,2,29,0,31,697
BIHAR,PATNA,KHUSRUPUR,182,0,0,0,0,0,0,182
BIHAR,PATNA,MANER,974,20,0,7,2,0,29,1003
BIHAR,PATNA,MASAURHI,3251,29,30,6,4,7,76,3327
BIHAR,PATNA,MOKAMA,592,9,3,0,0,0,12,604
BIHAR,PATNA,NAUBATPUR,2008,107,1,1,0,0,109,2117
BIHAR,PATNA,PALIGANJ,725,1,0,2,2,0,5,730
BIHAR,PATNA,PANDARAK,1328,9,4,1,0,0,14,1342
BIHAR,PATNA,PATNA SADAR,534,4,2,2,0,0,8,542
BIHAR,PATNA,PHULWARI,1538,15,1,26,36,0,78,1616
BIHAR,PATNA,PUNPUN,1745,60,21,27,2,0,110,1855
BIHAR,PATNA,SAMPATCHAK,1047,18,1,3,0,1,23,1070
BIHAR,PATNA,VIKRAM,1464,7,0,1,0,0,8,1472
BIHAR,PURNIA,AMOUR,1588,0,0,0,0,0,0,1588
BIHAR,PURNIA,BAISA,1123,19,415,0,0,0,434,1557
BIHAR,PURNIA,BAISI,1729,0,1,0,0,0,1,1730
BIHAR,PURNIA,BANMANKHI,1849,52,0,0,75,0,127,1976
BIHAR,PURNIA,BARHARA KOTHI,1488,3,0,0,42,0,45,1533
BIHAR,PURNIA,BHAWANIPUR,1211,14,5,10,21,0,50,1261
BIHAR,PURNIA,DAGARUA,2378,0,0,0,0,0,0,2378
BIHAR,PURNIA,DHAMDAHA,2102,3,26,0,0,0,29,2131
BIHAR,PURNIA,JALALGARH,775,3,0,2,0,0,5,780
BIHAR,PURNIA,KASBA,1134,3,0,0,0,0,3,1137
BIHAR,PURNIA,KRITYANAND NAGAR,1765,6,0,31,1,0,38,1803
BIHAR,PURNIA,PURNEA EAST,1757,14,13,17,0,0,44,1801
BIHAR,PURNIA,RUPOULI,1779,0,0,0,0,0,0,1779
BIHAR,PURNIA,SRINAGAR,986,0,0,0,0,0,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,541,2,41,0,0,0,43,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,952,11,1,5,0,2,19,971
BIHAR,ROHTAS(SASARAM),CHENARI,293,25,3,1,1,0,30,323
BIHAR,ROHTAS(SASARAM),DAWATH,595,0,0,2,0,0,2,597
BIHAR,ROHTAS(SASARAM),DEHRI,1971,3,0,0,0,0,3,1974
BIHAR,ROHTAS(SASARAM),DINARA,1656,6,0,0,0,0,6,1662
BIHAR,ROHTAS(SASARAM),KARAKAT,936,46,0,0,3,0,49,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,3246,18,4,3,4,0,29,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,2762,51,0,3,1,0,55,2817
BIHAR,ROHTAS(SASARAM),NASRIGANJ,419,37,9,2,1,0,49,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,123,0,0,0,0,0,0,123
BIHAR,ROHTAS(SASARAM),NOKHA,568,2,0,0,0,0,2,570
BIHAR,ROHTAS(SASARAM),RAJPUR,408,1,4,3,1,0,9,417
BIHAR,ROHTAS(SASARAM),ROHTAS,778,3,0,1,0,0,4,782
BIHAR,ROHTAS(SASARAM),SANJHAULI,361,7,2,0,0,0,9,370
BIHAR,ROHTAS(SASARAM),SASARAM,1042,10,1,0,0,4,15,1057
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,911,20,2,9,0,0,31,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,493,7,0,3,1,0,11,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,2458,5,1,0,0,0,6,2464
BIHAR,SAHARSA,BANMA ITAHARI,511,0,0,0,48,1,49,560
BIHAR,SAHARSA,KAHARA,793,55,9,1,4,0,69,862
BIHAR,SAHARSA,MAHISHI,757,97,26,12,0,0,135,892
BIHAR,SAHARSA,NAUHATTA,1337,1,1,0,137,0,139,1476
BIHAR,SAHARSA,PATARGHAT,1329,41,0,0,4,0,45,1374
BIHAR,SAHARSA,SALKHUA,1112,0,0,0,0,0,0,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,1062,0,0,0,0,0,0,1062
BIHAR,SAHARSA,SAUR BAZAR,2206,29,1,0,22,0,52,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,790,2,7,0,6,0,15,805
BIHAR,SAHARSA,SONBARSA,1369,9,2,0,3,0,14,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,3097,21,2,0,0,0,23,3120
BIHAR,SAMASTIPUR,BITHAN,1056,52,0,6,0,0,58,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,1518,56,5,29,1,3,94,1612
BIHAR,SAMASTIPUR,HASANPUR,1482,31,21,10,1,0,63,1545
BIHAR,SAMASTIPUR,KALYANPUR,3217,74,28,62,6,20,190,3407
BIHAR,SAMASTIPUR,KHANPUR,1356,6,1,0,0,0,7,1363
BIHAR,SAMASTIPUR,MOHANPUR,413,2,0,2,0,0,4,417
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,1321,1,0,12,1,0,14,1335
BIHAR,SAMASTIPUR,MORWA,1418,1,1,0,0,0,2,1420
BIHAR,SAMASTIPUR,PATORI,717,7,0,0,6,4,17,734
BIHAR,SAMASTIPUR,PUSA,814,31,0,13,0,0,44,858
BIHAR,SAMASTIPUR,ROSERA,1119,8,7,22,0,1,38,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,1490,28,9,5,18,0,60,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,2263,48,5,17,32,1,103,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,1484,38,1,36,2,0,77,1561
BIHAR,SAMASTIPUR,SINGHIA,1205,0,4,84,43,0,131,1336
BIHAR,SAMASTIPUR,TAJPUR,1530,5,1,35,0,0,41,1571
BIHAR,SAMASTIPUR,UJIYARPUR,2306,25,0,2,4,0,31,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,1335,0,0,3,8,0,11,1346
BIHAR,SAMASTIPUR,WARISHNAGAR,1209,22,0,13,36,1,72,1281
BIHAR,SARAN,AMNAUR,56,0,0,0,0,0,0,56
BIHAR,SARAN,BANIYAPUR,1709,95,0,1,0,0,96,1805
BIHAR,SARAN,DARIYAPUR,2389,99,3,11,5,0,118,2507
BIHAR,SARAN,DIGHWARA,856,19,3,2,12,0,36,892
BIHAR,SARAN,EKMA,2153,1,1,0,6,0,8,2161
BIHAR,SARAN,GARKHA,1653,10,2,2,1,1,16,1669
BIHAR,SARAN,ISHUAPUR,1367,2,0,0,1,0,3,1370
BIHAR,SARAN,JALAPUR,1188,4,0,1,5,0,10,1198
BIHAR,SARAN,LAHLADPUR,509,35,0,0,1,0,36,545
BIHAR,SARAN,MAKER,252,3,0,0,0,0,3,255
BIHAR,SARAN,MANJHI,56,0,0,0,0,0,0,56
BIHAR,SARAN,MARAURAH,1985,43,1,12,7,29,92,2077
BIHAR,SARAN,MASHRAKH,1228,2,10,1,12,6,31,1259
BIHAR,SARAN,NAGRA,765,3,0,22,0,0,25,790
BIHAR,SARAN,PANAPUR,964,5,5,5,2,0,17,981
BIHAR,SARAN,PARSA,1693,16,0,0,0,0,16,1709
BIHAR,SARAN,REVILGANJ,684,24,16,29,12,9,90,774
BIHAR,SARAN,SADAR,1100,5,3,2,1,0,11,1111
BIHAR,SARAN,SONPUR,471,1,0,0,0,37,38,509
BIHAR,SARAN,TRAIYA,1261,19,0,8,0,0,27,1288
BIHAR,SHEKHPURA,ARIYARI,1466,9,0,4,13,0,26,1492
BIHAR,SHEKHPURA,BARBIGHA,1242,1,0,0,11,0,12,1254
BIHAR,SHEKHPURA,CHEWARA,520,7,2,0,0,0,9,529
BIHAR,SHEKHPURA,GHAT KUSUMBHA,257,0,0,0,0,0,0,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,635,0,0,0,0,0,0,635
BIHAR,SHEKHPURA,SHEKHPURA,572,0,0,0,0,0,0,572
BIHAR,SHEOHAR,DUMRI KATSARI,1087,3,0,0,21,58,82,1169
BIHAR,SHEOHAR,PIPRAHARI,826,51,74,0,24,0,149,975
BIHAR,SHEOHAR,PURNHIYA,492,1,3,0,25,0,29,521
BIHAR,SHEOHAR,SHEOHAR,1183,90,9,2,12,0,113,1296
BIHAR,SHEOHAR,TRIYANI,2132,32,5,74,27,2,140,2272
BIHAR,SITAMARHI,BAIRGANIA,735,7,1,0,176,17,201,936
BIHAR,SITAMARHI,BAJPATTI,1067,94,5,5,6,5,115,1182
BIHAR,SITAMARHI,BATHNAHA,2371,86,7,8,23,13,137,2508
BIHAR,SITAMARHI,BELSAND,845,21,2,22,148,42,235,1080
BIHAR,SITAMARHI,BOKHRA,533,0,2,2,17,2,23,556
BIHAR,SITAMARHI,CHORAUT,12,0,0,0,0,0,0,12
BIHAR,SITAMARHI,DUMRA,1450,32,1,31,0,9,73,1523
BIHAR,SITAMARHI,MEJARGANJ,903,44,0,0,5,0,49,952
BIHAR,SITAMARHI,NANPUR,692,0,0,0,4,0,4,696
BIHAR,SITAMARHI,PARIHAR,830,33,15,43,79,12,182,1012
BIHAR,SITAMARHI,PARSAUNI,778,16,1,8,25,0,50,828
BIHAR,SITAMARHI,PUPARI,530,4,1,1,6,0,12,542
BIHAR,SITAMARHI,RIGA,1257,125,5,0,8,0,138,1395
BIHAR,SITAMARHI,RUNNISAIDPUR,2329,30,25,8,6,149,218,2547
BIHAR,SITAMARHI,SONWARSA,1079,14,35,0,28,0,77,1156
BIHAR,SITAMARHI,SUPPI,1059,78,22,1,3,1,105,1164
BIHAR,SITAMARHI,SURSAND,200,1,2,11,0,0,14,214
BIHAR,SIWAN,ANDER,1168,27,0,4,0,0,31,1199
BIHAR,SIWAN,BARHARIA,2142,168,20,8,37,0,233,2375
BIHAR,SIWAN,BASANTPUR,705,0,0,0,0,0,0,705
BIHAR,SIWAN,BHAGWANPUR-HAT,1684,93,0,1,10,0,104,1788
BIHAR,SIWAN,DARAULI,1921,40,1,16,1,0,58,1979
BIHAR,SIWAN,DARAUNDHA,1560,89,0,1,1,0,91,1651
BIHAR,SIWAN,GOREAKOTHI,2231,32,14,20,3,0,69,2300
BIHAR,SIWAN,GUTHANI,1181,5,0,0,0,33,38,1219
BIHAR,SIWAN,HASANPURA,1260,3,0,8,1,0,12,1272
BIHAR,SIWAN,HUSSAINGANJ,1289,3,0,2,0,18,23,1312
BIHAR,SIWAN,JIRADEI,1306,21,4,6,1,0,32,1338
BIHAR,SIWAN,LAKRI NABIGANJ,1027,16,0,1,2,2,21,1048
BIHAR,SIWAN,MAHARAJGANJ,1629,24,75,0,4,43,146,1775
BIHAR,SIWAN,MAIRWA,948,4,7,14,22,0,47,995
BIHAR,SIWAN,NAUTAN,849,16,0,3,13,3,35,884
BIHAR,SIWAN,PACHRUKHI,1725,3,1,0,3,1,8,1733
BIHAR,SIWAN,RAGHUNATHPUR,1508,22,6,14,8,1,51,1559
BIHAR,SIWAN,SISWAN,1591,8,0,5,2,1,16,1607
BIHAR,SIWAN,SIWAN,1833,33,1,4,36,6,80,1913
BIHAR,SUPAUL,BASANTPUR,1808,44,1,0,0,0,45,1853
BIHAR,SUPAUL,CHHATAPUR,2196,45,2,0,0,0,47,2243
BIHAR,SUPAUL,KISHANPUR,978,61,11,2,6,0,80,1058
BIHAR,SUPAUL,MARAUNA,591,4,0,0,0,1,5,596
BIHAR,SUPAUL,NIRMALI,484,1,15,0,0,0,16,500
BIHAR,SUPAUL,PIPRA,2058,7,0,0,3,0,10,2068
BIHAR,SUPAUL,PRATAPGANJ,452,32,0,1,0,10,43,495
BIHAR,SUPAUL,RAGHOPUR,1106,3,0,0,2,4,9,1115
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,653,31,6,2,3,2,44,697
BIHAR,SUPAUL,SUPAUL,1389,1,1,3,0,0,5,1394
BIHAR,SUPAUL,TRIVENIGANJ,2213,5,3,0,1,0,9,2222
BIHAR,VAISHALI,BHAGWANPUR,1432,7,0,0,3,0,10,1442
BIHAR,VAISHALI,BIDUPUR,1312,3,1,1,9,0,14,1326
BIHAR,VAISHALI,CHEHRAKALA,1014,12,0,0,0,0,12,1026
BIHAR,VAISHALI,DESARI,616,25,0,1,0,0,26,642
BIHAR,VAISHALI,GORAUL,1589,27,16,0,0,0,43,1632
BIHAR,VAISHALI,HAJIPUR,2203,11,0,3,2,0,16,2219
BIHAR,VAISHALI,JANDAHA,2066,200,11,10,17,0,238,2304
BIHAR,VAISHALI,LALGANJ,1631,24,4,2,4,0,34,1665
BIHAR,VAISHALI,MAHNAR,916,7,0,0,16,0,23,939
BIHAR,VAISHALI,MAHUA,1957,5,0,0,31,0,36,1993
BIHAR,VAISHALI,PATEDHI BELSAR,625,0,0,0,0,0,0,625
BIHAR,VAISHALI,PATEPUR,3846,30,14,13,24,0,81,3927
BIHAR,VAISHALI,RAGHOPUR,1646,7,29,0,0,0,36,1682
BIHAR,VAISHALI,RAJAPAKAR,1298,0,0,1,0,2,3,1301
BIHAR,VAISHALI,SAHDEI BUZURG,982,4,5,1,13,0,23,1005
BIHAR,VAISHALI,VAISHALI,1441,14,7,6,71,0,98,1539
BIHAR,WEST CHAMPARAN,BAGAHA,975,28,1,0,0,0,29,1004
BIHAR,WEST CHAMPARAN,BAIRIA,866,0,0,0,50,0,50,916
BIHAR,WEST CHAMPARAN,BETTIAH,181,2,0,0,0,0,2,183
BIHAR,WEST CHAMPARAN,BHITAHA,668,37,0,1,10,0,48,716
BIHAR,WEST CHAMPARAN,CHANPATIA,1132,42,0,0,0,0,42,1174
BIHAR,WEST CHAMPARAN,GAUNAHA,374,62,0,0,0,0,62,436
BIHAR,WEST CHAMPARAN,JOGAPATTI,1223,12,8,0,5,0,25,1248
BIHAR,WEST CHAMPARAN,LAURIA,1374,123,1,2,0,0,126,1500
BIHAR,WEST CHAMPARAN,MADHUBANI,750,5,0,0,0,0,5,755
BIHAR,WEST CHAMPARAN,MAINATAND,538,15,8,36,1,0,60,598
BIHAR,WEST CHAMPARAN,MAJHAULIA,2730,149,0,1,0,0,150,2880
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,1239,12,11,43,0,0,66,1305
BIHAR,WEST CHAMPARAN,NAUTAN,1712,41,2,14,0,0,57,1769
BIHAR,WEST CHAMPARAN,PIPRASI,151,20,0,0,0,0,20,171
BIHAR,WEST CHAMPARAN,RAMNAGAR,896,58,16,0,1,0,75,971
BIHAR,WEST CHAMPARAN,SIDHAW,951,37,7,24,38,21,127,1078
BIHAR,WEST CHAMPARAN,SIKTA,780,78,0,0,6,1,85,865
BIHAR,WEST CHAMPARAN,THAKRAHA,289,1,0,0,0,0,1,290
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,132,0,0,0,0,0,0,132
CHHATTISGARH,BASTER,JAGDALPUR,298,3,3,0,498,325,829,1127
CHHATTISGARH,BASTER,KESHKAL,15,0,0,0,165,133,298,313
CHHATTISGARH,BASTER,KONDAGAON,33,0,3,0,205,29,237,270
CHHATTISGARH,BASTER,NARAYANPUR,0,1,1,0,176,171,349,349
CHHATTISGARH,BILASPUR,BELHA,858,0,1,1,0,0,2,860
CHHATTISGARH,BILASPUR,BILASPUR,3519,10,0,2,0,1,13,3532
CHHATTISGARH,BILASPUR,KOTA,558,1,0,0,0,0,1,559
CHHATTISGARH,BILASPUR,LORMI,934,8,0,1,0,4,13,947
CHHATTISGARH,BILASPUR,MASTURI,618,1,0,0,0,0,1,619
CHHATTISGARH,BILASPUR,MUNGELI,2368,11,1,3,2,4,21,2389
CHHATTISGARH,BILASPUR,PENDRA-ROAD,374,1,0,0,0,0,1,375
CHHATTISGARH,BILASPUR,TAKHATPUR,4098,5,4,2,0,3,14,4112
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,0,0,0,1,1,2,2
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,0,0,0,0,13,13,13
CHHATTISGARH,DANTEWADA,DANTEVADA,6,0,0,0,0,0,0,6
CHHATTISGARH,DANTEWADA,KONTA,25,0,0,0,79,78,157,182
CHHATTISGARH,DHAMTARI,DHAMTARI,4141,11,2,1,160,66,240,4381
CHHATTISGARH,DHAMTARI,KURUD,4294,25,2,5,239,104,375,4669
CHHATTISGARH,DHAMTARI,NAGARI,174,7,0,0,231,201,439,613
CHHATTISGARH,DURG,BALOD,1473,16,2,1,49,99,167,1640
CHHATTISGARH,DURG,BEMETARA,1211,20,0,5,197,39,261,1472
CHHATTISGARH,DURG,BERLA,29,2,0,0,0,1,3,32
CHHATTISGARH,DURG,DHMADHA,1462,15,2,14,0,3,34,1496
CHHATTISGARH,DURG,DONDILOHAR,250,5,0,0,106,73,184,434
CHHATTISGARH,DURG,DURG,661,11,1,1,8,18,39,700
CHHATTISGARH,DURG,GUNDERDEHI,1320,4,0,3,78,37,122,1442
CHHATTISGARH,DURG,GURUR,3426,27,3,7,1,24,62,3488
CHHATTISGARH,DURG,NAVAGARH,625,18,6,1,5,83,113,738
CHHATTISGARH,DURG,PATAN,2502,68,1,2,81,14,166,2668
CHHATTISGARH,DURG,SAJA,1372,20,1,4,5,34,64,1436
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,320,1,0,0,0,4,5,325
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,3423,37,1,0,1,0,39,3462
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,1583,5,0,0,0,0,5,1588
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,840,6,0,0,2,0,8,848
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1775,9,0,1,1,0,11,1786
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,18,0,0,0,0,0,0,18
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,54,0,0,0,0,0,0,54
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,403,1,0,1,0,0,2,405
CHHATTISGARH,JASHPUR,BAGICHA,16,0,0,0,0,0,0,16
CHHATTISGARH,JASHPUR,KUNKURI,18,0,0,0,0,0,0,18
CHHATTISGARH,JASHPUR,PATHALGAON,59,3,0,0,0,0,3,62
CHHATTISGARH,KANKER,ANTAGAR,4,3,0,0,0,10,13,17
CHHATTISGARH,KANKER,BHANUPRATAPPUR,66,2,0,0,0,1,3,69
CHHATTISGARH,KANKER,CHARAMA,506,1,0,1,30,0,32,538
CHHATTISGARH,KANKER,KANKER,194,2,0,0,0,0,2,196
CHHATTISGARH,KANKER,NARHARPUR,124,1,0,1,0,13,15,139
CHHATTISGARH,KORBA,KARTALA,69,0,0,0,0,0,0,69
CHHATTISGARH,KORBA,KATGHORA,61,0,0,0,1,0,1,62
CHHATTISGARH,KORBA,KORBA,65,0,0,0,0,0,0,65
CHHATTISGARH,KORBA,PALI,7,0,0,0,0,0,0,7
CHHATTISGARH,KORIA,BAIKUNTHPUR,44,0,4,0,0,0,4,48
CHHATTISGARH,KORIA,BHARATPUR,15,0,0,0,0,0,0,15
CHHATTISGARH,KORIA,MANENDRAGARH,15,0,0,0,0,0,0,15
CHHATTISGARH,KVARDHA,KVARDHA,988,6,1,6,589,169,771,1759
CHHATTISGARH,KVARDHA,PANDARIYA,1103,39,1,1,100,341,482,1585
CHHATTISGARH,MAHASAMUND,BASNA,582,13,0,1,184,100,298,880
CHHATTISGARH,MAHASAMUND,MAHASAMUND,1497,20,1,1,581,295,898,2395
CHHATTISGARH,MAHASAMUND,SARIYPALI,339,12,0,0,237,106,355,694
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,207,0,0,0,0,0,0,207
CHHATTISGARH,RAIGARH,GHARGODA,413,1,5,0,5,0,11,424
CHHATTISGARH,RAIGARH,KHARSIYA,1842,3,0,1,1,0,5,1847
CHHATTISGARH,RAIGARH,LAILUNGA,60,1,2,0,0,0,3,63
CHHATTISGARH,RAIGARH,RAIGARH,9317,50,11,2,0,2,65,9382
CHHATTISGARH,RAIGARH,SARANGARH,5210,31,3,1,3,10,48,5258
CHHATTISGARH,RAIPUR,ABHANPUR,1150,6,1,3,104,42,156,1306
